Sex,Length,Diameter,Height,Whole_Weight,Shucked_Weight,Viscera_Weight,Shell_Weight,Rings,Age
M,129,99,37,298.7,105.3,55.7,91,15,16.5
F,114.99999999999999,97,33,208.1,83.8,52.800000000000004,60,14,15.5
I,43,34,11,12.1,4.1000000000000005,2.8000000000000003,4,6,7.5
I,86,65,22,73.5,27.1,18.7,24,13,14.5
I,52,43,16,19.8,7.3999999999999995,5.1,9,5,6.5
I,74,56.00000000000001,18,46.6,18.099999999999998,10.9,14.000000000000002,11,12.5
I,81,61,21,72.5,31.3,14.099999999999998,25,10,11.5
I,54,38,16,16.2,5.3,3.9,6,6,7.5
F,136,110.00000000000001,40,319.20000000000005,105,81.5,117,21,22.5
F,130,103,39,280.1,103.89999999999999,72,88,13,14.5
F,129,98,43,281.2,85.3,45.7,102,25,26.5
M,113.99999999999999,81,32,184.9,68.89999999999999,43.7,59,19,20.5
M,123,96,38,272,106.1,47.5,94,18,19.5
M,84,69,21,86,35,19.2,26,7,8.5
I,55.00000000000001,44,16,27.3,11.3,5.7,8.4,6,7.5
F,57.99999999999999,45,15,28.000000000000004,10.299999999999999,4.7,8,5,6.5
M,84,68,23,84.3,35,18.6,27,8,9.5
F,125,105,43,315.3,102.3,51.9,133,16,17.5
F,110.00000000000001,93,36,242.49999999999997,64.9,41,105,27,28.5
M,132,101,40,326.1,97.3,59.4,122,18,19.5
M,112.99999999999999,94,39,228.39999999999998,77.4,51.6,70,17,18.5
F,119,99,47,273.20000000000005,101.29999999999998,43.8,104,13,14.5
M,126,102,46,307.8,112.7,56.3,113.99999999999999,17,18.5
F,86,65,24,89,33,19.900000000000002,31,8,9.5
F,91,70,28.000000000000004,114.5,39.300000000000004,26.5,35,10,11.5
I,66,52,16,38,15.299999999999999,7.7,13,7,8.5
F,103,83,26,152.8,55.2,39.2,50,13,14.5
M,99,78,30,170.6,65.7,37.8,54,14,15.5
F,97,75,28.999999999999996,117.7,47.699999999999996,23.1,38,13,14.5
F,107,92,28.999999999999996,157.5,67.9,40.1,40,8,9.5
M,115.99999999999999,93,35,206.99999999999997,80.2,37.3,77,17,18.5
F,125,105,39,270.40000000000003,90.10000000000001,48.9,106,13,14.5
F,111.00000000000001,91,36,191.6,59.199999999999996,39,78,14,15.5
F,110.00000000000001,85,28.999999999999996,159.4,59.4,30,53,9,10.5
M,118,95,31,171.4,71.2,34.8,56.00000000000001,13,14.5
I,71,56.00000000000001,22,44.7,16.3,10.5,16,7,8.5
I,55.00000000000001,40,15,17.2,6.1,3.8,6,7,8.5
F,101,78,35,138.39999999999998,53.400000000000006,30,43,12,13.5
M,74,56.00000000000001,19,44.5,16.1,10.2,15,7,8.5
M,111.00000000000001,86,33,151.5,54.7,32.7,55.00000000000001,13,14.5
F,101,80,33,145.79999999999998,53.5,31,50,9,10.5
F,112.00000000000001,89,36,180.6,71.5,40.9,59,9,10.5
M,119,95,34,219.3,83.8,45.800000000000004,70,17,18.5
F,113.99999999999999,90,33,180.6,66.10000000000001,36.9,59,14,15.5
M,120,96,35,245.8,82.5,54.7,83,13,14.5
F,112.00000000000001,87,37,221.20000000000002,84.39999999999999,48.699999999999996,66,15,16.5
M,117,93,38,234.20000000000002,78.10000000000001,47.099999999999994,80,17,18.5
I,92,67,22,88.8,45,14.899999999999999,22,8,9.5
F,92,72,23,95.1,42.1,21,32,8,9.5
M,83,63,25,77.60000000000001,13.600000000000001,18,25,12,13.5
F,87,64,24,75.7,30.4,18.3,25,11,12.5
F,95,76,27,97.2,34.699999999999996,14.000000000000002,37,7,8.5
M,93,72,26,105.3,42.1,23.7,33,10,11.5
I,71,56.00000000000001,20,45.5,18.7,9.1,17,11,12.5
M,92,75,28.000000000000004,102.1,38.4,20.9,41,9,10.5
F,76,65,22,62.1,24,14.799999999999999,21,10,11.5
F,94,73,24,108.60000000000001,45.9,29.9,30,9,10.5
M,72,54,18,44.5,16.6,10.6,15,6,7.5
F,117,91,33,199.6,69,49.9,63,12,13.5
M,131,118,40,309.1,130.8,75.3,83,11,12.5
M,120,97,35,253.5,99.9,56.3,76,13,14.5
F,113.99999999999999,92,34,220.00000000000003,82.5,44.1,76,14,15.5
F,129,100,40,285.70000000000005,127.8,61,72,11,12.5
M,130,99,36,358.59999999999997,160.1,67.80000000000001,106,14,15.5
M,102,79,28.999999999999996,123.70000000000002,43.2,27.700000000000003,48,12,13.5
M,104,76,27,116.5,50.1,31.3,35,8,9.5
M,99,83,33,149.70000000000002,52.800000000000004,26.8,56.99999999999999,13,14.5
M,86,67,23,81.2,33.2,18.7,27,8,9.5
F,118,93,32,220.1,101.2,50.5,59,13,14.5
M,110.00000000000001,92,35,173.8,63.1,36.5,64,10,11.5
M,117,86,32,191,72.5,35.199999999999996,54,11,12.5
F,115.99999999999999,91,32,184.3,62.4,39.2,60,17,18.5
F,124,102,30,291.2,116.19999999999999,57.49999999999999,64,13,14.5
I,118,90,32,178.6,54.900000000000006,43.7,69,14,15.5
F,144,114.99999999999999,43,445.2,179.1,81,124,13,14.5
F,127,102,35,242.49999999999997,114.7,52.2,72,14,15.5
F,122,96,35,213.49999999999997,78.2,43.2,84,15,16.5
F,109.00000000000001,89,35,170.5,69.3,37.8,59,13,14.5
M,113.99999999999999,90,32,172.3,74.5,43.5,51,12,13.5
F,120,95,36,232.39999999999998,102.2,53.5,64,18,19.5
F,104,82,34,174.10000000000002,74.7,43.8,50,14,15.5
M,127,102,42,319.6,130.7,56.699999999999996,115.99999999999999,15,16.5
F,134,104,30,281.2,103.8,69.6,74,13,14.5
M,139,113.99999999999999,40,406.59999999999997,150.2,85.1,137,15,16.5
M,131,105,37,251.79999999999998,97.39999999999999,44.3,89,20,21.5
F,124,96,46,218.7,80.60000000000001,49,71,14,15.5
F,120,95,36,236.10000000000002,86.9,49.5,85,19,20.5
M,102,81,26,143.5,74.5,31.6,34,9,10.5
M,105,81,27,151.5,66.10000000000001,43.2,39,10,11.5
M,88,75,26,97.39999999999999,45.2,19.3,31,9,10.5
I,97,83,28.000000000000004,114.1,50,26.8,37,8,9.5
F,99,77,26,138.1,62.5,35.8,35,10,11.5
I,87,69,24,89.5,44.2,22.400000000000002,25,7,8.5
I,81,63,21,69.39999999999999,32.1,15.7,20,9,10.5
I,84,66,20,70.39999999999999,32.7,17.8,20,9,10.5
F,100,79,30,142.9,64.7,34.599999999999994,39,9,10.5
F,77,61,21,66.3,27.3,14.899999999999999,20,7,8.5
I,66,53,18,36,13.600000000000001,7.199999999999999,12,6,7.5
F,115.99999999999999,95,31,194.79999999999998,86.1,46,56.99999999999999,10,11.5
I,65,54,20,37,16,8.7,13,6,7.5
M,95,75,24,112.6,50.5,24.099999999999998,37,10,11.5
F,76,60,18,64.3,30.9,15,19,9,10.5
I,68,52,18,35.8,15.2,10.5,11,6,7.5
M,105,85,24,140.39999999999998,66.7,29.299999999999997,44,12,13.5
F,104,83,28.999999999999996,160.9,66.5,34.5,56.99999999999999,10,11.5
F,107,90,27,161.5,64.4,36.199999999999996,50,13,14.5
M,95,72,24,115.6,56.49999999999999,24,34,8,9.5
I,83,65,20,77,33.4,16,25,7,8.5
I,99,77,25,117,55.1,24.7,33,8,9.5
F,96,81,26,127.49999999999999,55.400000000000006,28.9,42,10,11.5
F,104,85,30,162.6,77,40.300000000000004,46,10,11.5
M,92,75,26,114.7,50.1,23.799999999999997,39,9,10.5
F,115.99999999999999,91,24,188,79.80000000000001,51.4,53,11,12.5
M,118,98,27,201.6,84.39999999999999,44.9,56.99999999999999,11,12.5
F,110.00000000000001,83,27,155,60.4,35.8,52,23,24.5
F,130,100,33,228.9,97,43.6,73,12,13.5
F,93,75,27,120,44.5,25.8,46,16,17.5
M,91,71,26,103,40,25.5,35,11,12.5
M,94,75,26,115.9,42.9,32.800000000000004,39,13,14.5
F,87,70,22,76.8,28.599999999999998,20.1,25,13,14.5
M,70,53,22,59.3,27.3,12.6,17,7,8.5
I,63,48,14.000000000000002,27.400000000000002,10.9,6.3,8,8,9.5
M,119,94,28.999999999999996,198.2,80.7,30.099999999999998,68,16,17.5
F,115.99999999999999,95,27,185,78.2,33,55.00000000000001,14,15.5
M,114.99999999999999,87,30,161,58.599999999999994,32.5,54,17,18.5
M,107,87,31,178.29999999999998,68.30000000000001,35.4,50,13,14.5
M,103,84,28.000000000000004,153.8,50.1,30.8,57.99999999999999,13,14.5
F,101,77,27,123.70000000000002,50.2,23.5,40,12,13.5
F,101,79,28.999999999999996,130.29999999999998,53.900000000000006,30.599999999999998,41,15,16.5
I,80,62,20,57.49999999999999,22.900000000000002,12.7,19,10,11.5
M,98,79,27,110.9,42.6,18.5,43,14,15.5
M,106,87,27,147.3,65.5,26.3,44,12,13.5
I,79,65,21,61.199999999999996,22.2,14.7,19,8,9.5
F,133,107,38,299.2,115.5,56.3,95,17,18.5
F,83,61,21,72.1,24,16.400000000000002,20,10,11.5
M,86,69,23,60.9,18.5,11,24,11,12.5
M,95,79,27,118.39999999999999,49.3,32.9,40,13,14.5
F,105,85,28.999999999999996,159.9,66.9,41.8,48,15,16.5
I,96,78,28.999999999999996,116.5,46.300000000000004,24.2,51,15,16.5
I,84,69,23,68.7,30.3,15.9,23,9,10.5
M,118,92,31,181.20000000000002,65.4,29.7,67,15,16.5
F,103,84,27,125.89999999999999,56.3,25.4,43,9,10.5
M,139,110.00000000000001,44,310.3,113.19999999999999,76.7,89,13,14.5
F,160,126,39,505.19999999999993,186.60000000000002,118,124,23,24.5
M,122,98,30,220.6,85,40.5,72,23,24.5
F,112.99999999999999,96,35,191.4,77.7,43,55.00000000000001,18,19.5
M,112.00000000000001,91,33,172,80.30000000000001,33.900000000000006,49,11,12.5
M,131,97,39,324,125.49999999999999,71.6,97,17,18.5
M,128,104,40,281.4,113.19999999999999,60.8,91,17,18.5
F,118,94,34,180,71,38.1,50,11,12.5
I,62,48,18,29.099999999999998,12.1,6.3,9,7,8.5
I,51,37,14.000000000000002,15,5.6000000000000005,3.5999999999999996,5,6,7.5
I,34,25,11,4.7,1.7999999999999998,1.0999999999999999,1.6,6,7.5
M,134,110.00000000000001,34,249.40000000000003,94.39999999999999,49.1,80,21,22.5
F,142,112.99999999999999,39,345.3,127.60000000000001,67.30000000000001,112.99999999999999,17,18.5
F,112.00000000000001,86,25,160.5,62.6,34.300000000000004,52.6,13,14.5
M,101,80,26,152.8,60.699999999999996,37.8,43.5,11,12.5
M,105,86,33,172.9,75.2,38.9,50.3,16,17.5
F,90,72,21,94.3,40.699999999999996,18.7,29.799999999999997,9,10.5
F,103,87,34,126.2,55.300000000000004,22.2,43.2,12,13.5
M,118,95,32,189.1,76.3,36.8,54,19,20.5
M,140,106,38,263.7,109.60000000000001,46.6,84,18,19.5
F,144,112.00000000000001,35,345.3,127.4,68.30000000000001,105,17,18.5
M,127,99,30,216.2,96.5,48.4,62,11,12.5
M,111.00000000000001,88,27,180.5,76.1,42.1,56.00000000000001,13,14.5
M,114.99999999999999,94,30,228.29999999999998,90.3,40.8,80,13,14.5
M,117,91,25,205.39999999999998,78.2,42.4,50,17,18.5
F,122,97,42,268.9,107,44.1,103,20,21.5
F,129,105,40,289.8,120.19999999999999,51.300000000000004,101,13,14.5
F,109.00000000000001,88,35,154.9,59.699999999999996,37.5,53,11,12.5
M,110.00000000000001,90,31,157.9,68.60000000000001,31.8,50,12,13.5
F,132,105,41,273.3,100.1,58.199999999999996,82,18,19.5
M,113.99999999999999,95,39,205.9,92.7,38.1,61,18,19.5
F,120,94,40,206.2,78.4,40.699999999999996,57.99999999999999,15,16.5
F,126,101,33,213,91.9,43.2,63,12,13.5
M,139,113.99999999999999,46,377,173.3,87,100,19,20.5
M,130,109.00000000000001,32,248.5,97.39999999999999,59.199999999999996,96,15,16.5
F,144,119,45,393.8,160.9,84.6,132,16,17.5
I,112.00000000000001,88,34,188.9,70.89999999999999,43.5,60,12,13.5
I,84,65,23,70.8,32.5,12.8,21,8,9.5
M,36,25,10,4.6,1.7000000000000002,1.0999999999999999,2,3,4.5
F,81,65,22,71.5,28.999999999999996,14.499999999999998,22,12,13.5
F,100,81,30,119.30000000000001,50.6,25.2,37,12,13.5
I,87,67,22,76.6,31.1,13.5,27,12,13.5
M,68,55.00000000000001,18,41.3,14.499999999999998,8.6,14.000000000000002,10,11.5
F,86,68,22,76.4,30.8,19.1,21.8,8,9.5
I,107,82,31,126.29999999999998,54.900000000000006,28.299999999999997,36.3,12,13.5
I,83,65,23,65.7,28.1,10.2,21.2,12,13.5
F,72,53,18,43.3,19.2,7.3999999999999995,14.7,10,11.5
M,35,27,8,6.1,2.1999999999999997,1.5,2,5,6.5
M,31,23,5,4.8,1.7999999999999998,1,1.5,5,6.5
I,105,86,30,147.3,64.5,32.2,43,11,12.5
F,105,78,27,120.10000000000001,45.300000000000004,26.200000000000003,42,16,17.5
F,88,69,21,85.7,33,16.6,26.400000000000002,11,12.5
F,90,69,23,99.2,38.1,23.400000000000002,28.000000000000004,12,13.5
F,97,73,28.000000000000004,123.9,51.9,28.9,35.4,14,15.5
I,94,70,27,113.39999999999999,46.300000000000004,29.299999999999997,30.5,11,12.5
I,103,75,28.000000000000004,130.1,49.9,28.199999999999996,44.3,10,11.5
M,84,68,25,89.9,33,22.5,28.799999999999997,11,12.5
F,91,70,25,89.7,31.7,20.4,26.700000000000003,16,17.5
M,74,57.99999999999999,18,48.199999999999996,22,9,13.8,10,11.5
M,66,50,18,39.4,17,8.200000000000001,12.1,10,11.5
I,60,44,18,28.499999999999996,11.4,6.7,8.6,7,8.5
I,125,92,32,247.9,110.00000000000001,54.6,76,14,15.5
I,122,95,34,207.7,88.7,48.199999999999996,64,14,15.5
I,125,93,31,194.4,80.80000000000001,36.9,70,14,15.5
I,127,101,38,266.29999999999995,116.10000000000001,50.4,87,17,18.5
I,100,77,31,152.4,75.9,32.2,38,14,15.5
F,106,86,34,155,70,30.4,47,17,18.5
I,89,66,20,87.4,32.6,15.1,34,13,14.5
F,117,83,31,139.7,60,29.2,39,12,13.5
I,88,71,33,87,31.8,21,28.000000000000004,16,17.5
M,57.99999999999999,45,16,25.900000000000002,10.7,5.2,9,10,11.5
I,111.00000000000001,91,34,168.70000000000002,61.8,38.1,60,15,16.5
I,131,103,28.999999999999996,250,105.3,56.599999999999994,63,15,16.5
F,115.99999999999999,92,37,203.39999999999998,70.3,40,64,10,11.5
I,125,86,35,282.2,114.39999999999999,59.4,79,12,13.5
I,124,97,34,241.6,96.1,60.9,66,15,16.5
F,128,100,30,214.1,74.2,54.1,72,8,9.5
F,101,75,23,117.9,52.7,24,33.4,10,11.5
I,100,79,24,107.4,43.3,21.7,35.699999999999996,9,10.5
M,62,49,19,30,10.5,6.800000000000001,9.6,7,8.5
F,101,76,28.999999999999996,130.20000000000002,58.699999999999996,38,34,12,13.5
I,84,61,22,56.00000000000001,18.8,15.7,19.1,9,10.5
M,80,63,21,57.4,22.7,7.3999999999999995,22.6,10,11.5
M,85,63,25,70.5,22.7,11.3,26,18,19.5
M,62,47,12,24,8.3,6.6000000000000005,8,11,12.5
F,93,70,26,98.8,38.9,20.599999999999998,31,18,19.5
F,93,72,24,95.3,38.4,22.5,32,10,11.5
M,70,51,17,42.9,20,9.3,12,13,14.5
I,104,83,32,119,42.1,28.4,52,15,16.5
F,95,73,26,96.1,38.1,22.8,29.5,12,13.5
F,82,63,22,64.2,25.1,13.100000000000001,19,10,11.5
M,52,40,13,19.2,8.799999999999999,5.4,6,6,7.5
I,114.99999999999999,90,34,186.3,71.6,42.9,52,13,14.5
I,112.99999999999999,87,31,156.4,54.300000000000004,33.6,56.99999999999999,14,15.5
M,52,38,15,18.9,8.9,4,6,6,7.5
F,106,77,25,133.9,57.8,30.2,36,10,11.5
M,68,51,19,42.6,16.2,6.800000000000001,14.000000000000002,9,10.5
I,104,76,28.000000000000004,105,35.5,23,37,11,12.5
F,127,100,36,262.40000000000003,105.80000000000001,49.7,97,18,19.5
F,122,97,33,217.4,85.1,46.400000000000006,76,11,12.5
F,132,103,36,304.59999999999997,108,67.30000000000001,111.00000000000001,16,17.5
I,127,100,36,263.8,109.7,58.4,98,16,17.5
F,93,76,27,115.8,41.6,21.9,44,14,15.5
M,103,80,32,163.5,50.3,31.2,60,23,24.5
I,67,48,19,34,12.4,7.8,11,9,10.5
F,103,80,34,159.20000000000002,51.6,35.099999999999994,56.00000000000001,16,17.5
F,69,51,20,39.4,14.2,10.2,12,9,10.5
M,93,71,25,105.1,40.5,27,28.999999999999996,13,14.5
M,108,83,34,175.8,67.80000000000001,41.6,51,10,11.5
M,95,71,25,92.5,37.2,21.4,28.999999999999996,9,10.5
F,89,67,28.000000000000004,91.3,35.699999999999996,22.8,28.000000000000004,11,12.5
M,100,71,28.000000000000004,105.60000000000001,42.5,29.799999999999997,28.000000000000004,9,10.5
M,100,76,27,116.7,45.9,25.3,36,12,13.5
F,110.00000000000001,87,34,176.8,57.49999999999999,32.9,56.00000000000001,14,15.5
I,55.00000000000001,41,16,19.2,7.199999999999999,3.6999999999999997,6,6,7.5
F,70,53,18,37.1,14.899999999999999,8.3,12,7,8.5
F,74,56.99999999999999,21,54,22.5,11.700000000000001,16.7,9,10.5
F,84,66,25,92.60000000000001,37.2,22,28.999999999999996,10,11.5
M,70,52,18,39.6,14.499999999999998,11.200000000000001,12,10,11.5
M,79,61,21,56.39999999999999,19.5,13,19.2,9,10.5
I,65,40,16,19.900000000000002,7.9,4.5,6.4,8,9.5
I,55.00000000000001,40,13,18.4,7.7,4.7,5.4,5,6.5
I,47,34,13,12.5,4.6,2.8000000000000003,4.3999999999999995,6,7.5
I,50,36,12,14.6,5.6000000000000005,3.4000000000000004,4.5,5,6.5
I,50,37,13,14.2,5.4,3.6999999999999997,4.5,5,6.5
I,40,28.999999999999996,10,7.199999999999999,2.5,1.6,2.1999999999999997,4,5.5
F,117,94,34,219.79999999999998,79.5,46.5,71.6,20,21.5
M,89,70,28.000000000000004,118.10000000000001,40.5,31.6,38,14,15.5
F,100,77,26,153.6,52.5,19,54,13,14.5
M,88,65,16,82.6,28.799999999999997,20.3,26,8,9.5
M,103,81,28.000000000000004,170.1,62.4,29.2,63,17,18.5
F,104,81,28.000000000000004,138.3,55.2,27.400000000000002,43,11,12.5
M,100,78,26,141.79999999999998,55.00000000000001,33.6,36,11,12.5
M,85,65,24,75.1,28.4,21.3,21,9,10.5
M,102,83,28.000000000000004,163.7,60.5,43.1,47,16,17.5
F,74,55.00000000000001,16,45.4,18.6,12.5,14.000000000000002,8,9.5
M,108,83,26,164.9,54.400000000000006,45.2,48,13,14.5
M,123,95,34,236.50000000000003,94.8,57.9,48,11,12.5
M,112.99999999999999,88,35,224.40000000000003,78.60000000000001,40,75,20,21.5
M,129,103,35,322.3,134.9,76.8,77,14,15.5
F,123,94,35,259.7,102.69999999999999,68.60000000000001,64,14,15.5
M,121,98,28.999999999999996,260,103.4,65.7,62,14,15.5
F,118,91,33,232.20000000000002,76,49.1,56.00000000000001,12,13.5
M,129,97,31,297.8,118.30000000000001,62.4,76,18,19.5
M,113.99999999999999,84,31,201.6,75.4,38.6,68,13,14.5
F,94,71,36,88.2,30.5,23.3,27,8,9.5
F,100,88,31,148.4,40.5,40.1,42.3,14,15.5
F,104,85,28.999999999999996,140,41.4,38.1,48,13,14.5
M,78,56.99999999999999,19,54.2,22,12,16,8,9.5
M,104,80,33,171.3,54.900000000000006,40.2,42,12,13.5
F,108,83,35,179.5,55.00000000000001,48.199999999999996,55.00000000000001,14,15.5
M,92,72,27,122.10000000000001,39.1,21.4,47,14,15.5
I,71,52,18,38.5,15.4,7.6,13,8,9.5
F,98,80,28.999999999999996,132.7,42,25.900000000000002,50.3,13,14.5
F,126,102,37,247.00000000000003,102.3,69.8,61.3,11,12.5
M,100,77,28.999999999999996,152.29999999999998,49.2,39,40.8,14,15.5
M,98,78,27,118.39999999999999,48.4,19.2,36.7,15,16.5
M,88,65,23,78,32.6,17.4,22.6,7,8.5
F,103,79,33,151.29999999999998,38.1,34,64.1,10,11.5
F,95,76,28.999999999999996,113.99999999999999,33.4,23.599999999999998,37.4,11,12.5
I,84,62,20,57.3,23,14.7,17,8,9.5
M,80,61,26,58.699999999999996,19.2,13.5,21,9,10.5
M,90,72,32,113.39999999999999,34.8,24.9,45,12,13.5
F,104,80,26,124.9,43,41.3,34,15,16.5
M,101,80,31,168.3,54.300000000000004,35.5,56.99999999999999,12,13.5
M,99,80,28.000000000000004,155.5,40.300000000000004,36,50,15,16.5
M,108,82,28.999999999999996,197.8,56.3,42.6,71,19,20.5
F,96,78,25,138.1,43.8,31,40,12,13.5
F,66,52,16,40,12.5,10,14.000000000000002,9,10.5
I,56.99999999999999,42,14.000000000000002,21.8,8.799999999999999,5.3,6.6000000000000005,5,6.5
I,60,46,15,25.4,10.4,6,6.9,6,7.5
I,62,48,21,57.699999999999996,23.599999999999998,13,16.6,6,7.5
I,68,51,15,36,14.899999999999999,8,10.5,6,7.5
I,75,60,15,28.799999999999997,11.799999999999999,6,8.799999999999999,7,8.5
I,83,65,20,93.30000000000001,45.7,21.3,22.8,7,8.5
I,83,63,21,66,28.1,14.099999999999998,19,6,7.5
I,83,63,18,72.5,35,16.7,18.6,6,7.5
I,84,64,20,68,34.9,10,18.9,8,9.5
I,85,62,21,73,31.8,16.5,21,6,7.5
M,93,75,22,100,42,22.6,30.099999999999998,8,9.5
F,93,70,27,125.29999999999998,51.800000000000004,28.9,35,8,9.5
I,94,74,22,111.1,50,23,32.6,8,9.5
F,94,75,24,120.30000000000001,55.300000000000004,29.099999999999998,27,8,9.5
I,95,73,24,106,50.1,19.5,32.5,10,11.5
M,96,74,27,126.29999999999998,68.89999999999999,20.3,32.2,7,8.5
M,100,80,26,154.29999999999998,74,32,42.199999999999996,8,9.5
I,101,78,37,122.50000000000001,53.400000000000006,28.4,34.4,7,8.5
M,105,85,38,174.4,92.5,34.5,39.800000000000004,9,10.5
M,108,84,24,162.3,78.4,29.099999999999998,44.7,9,10.5
M,109.00000000000001,90,30,175.89999999999998,77.4,30,52.5,11,12.5
F,112.99999999999999,88,30,196.6,89.5,47.099999999999994,49.7,9,10.5
M,115.99999999999999,92,36,229,96,55.400000000000006,65,11,12.5
M,118,91,32,218.00000000000003,100,44.3,58.4,9,10.5
M,118,96,32,252.4,113.7,54.50000000000001,67,9,10.5
M,119,98,37,237,96.39999999999999,40.300000000000004,72.2,10,11.5
F,120,95,27,288.09999999999997,117.7,38.2,63.5,9,10.5
F,120,100,31,266.40000000000003,124.70000000000002,56.699999999999996,70,8,9.5
F,120,97,33,228.10000000000002,117.39999999999999,43.5,57.599999999999994,9,10.5
M,121,95,35,240.20000000000002,107.89999999999999,55.00000000000001,61.8,10,11.5
F,125,98,31,266,133.5,51.800000000000004,66,10,11.5
M,126,100,37,272.40000000000003,115.7,62.5,76.8,10,11.5
M,128,117,39,329.4,144.5,66.2,94.19999999999999,12,13.5
F,128,100,36,299.90000000000003,118.6,62.8,86.2,11,12.5
F,131,109.00000000000001,33,324.5,131.1,59.8,102.60000000000001,12,13.5
I,132,105,43,357.2,134.5,72.3,81.3,11,12.5
M,132,107,40,358.2,146.6,63.6,108,15,16.5
F,135,111.00000000000001,41,385,142.6,71.6,90.7,13,14.5
F,135,110.00000000000001,35,337.8,138.79999999999998,74.2,94.8,13,14.5
F,138,110.00000000000001,36,331.8,174.3,53.1,87.9,9,10.5
F,139,106,40,409.5,150,83.89999999999999,121.9,14,15.5
F,140,105,38,320.3,141.4,73,86,10,11.5
F,146,113.99999999999999,33,403.3,213.7,83.6,87,10,11.5
I,41,30,13,8,4,2.1999999999999997,2.6,4,5.5
I,45,34,14.000000000000002,11.3,4.8,2.6,3.2,4,5.5
I,46,36,10,12.8,4.3,2.7,4,5,6.5
I,55.00000000000001,39,14.000000000000002,17.5,6.9,4.3999999999999995,5.1,4,5.5
I,56.00000000000001,42,11,21.2,8.3,5.3,6.2,5,6.5
I,56.00000000000001,44,16,26.3,13.200000000000001,4.8,6,5,6.5
I,59,44,14.000000000000002,25.2,10.299999999999999,5.5,7.000000000000001,6,7.5
I,62,45,15,31,13,7.3999999999999995,7.3,6,7.5
I,63,47,14.000000000000002,29.799999999999997,11.600000000000001,6.5,9.4,7,8.5
I,68,53,14.000000000000002,37,12.5,7.9,14.000000000000002,7,8.5
I,74,57.99999999999999,16,50.9,21.6,11.3,14.000000000000002,6,7.5
I,76,56.99999999999999,17,47.4,23,8.1,14.000000000000002,6,7.5
I,78,59,20,55.800000000000004,23.1,11.799999999999999,16,7,8.5
I,81,62,13,64.1,31.5,13.200000000000001,17.599999999999998,6,7.5
I,83,65,20,66.7,28.9,14.299999999999999,19,7,8.5
I,88,67,22,77.7,35,16.7,22.2,7,8.5
I,88,69,23,109.00000000000001,53.800000000000004,22.2,26.1,6,7.5
I,88,65,20,83.3,37,17.299999999999997,22,6,7.5
I,88,71,24,99,46.2,22,25,7,8.5
I,90,70,25,95.5,44.7,17.8,23.599999999999998,6,7.5
I,90,70,24,93.60000000000001,40.1,21.3,26.5,8,9.5
F,91,70,24,91.10000000000001,38.9,20.9,27.500000000000004,7,8.5
F,92,70,23,92,40.5,22.3,23.3,6,7.5
I,92,69,24,83.1,39.6,17.7,21.4,7,8.5
I,92,69,23,84.3,37.9,20.4,22.2,6,7.5
I,93,71,22,94.8,46,20.1,24,7,8.5
M,93,68,21,97.2,46.2,20.7,24.5,9,10.5
I,95,77,22,114.7,62.2,20.5,27.200000000000003,7,8.5
I,95,71,21,93.60000000000001,40.2,22.3,24,8,9.5
M,96,74,20,102.69999999999999,48.6,20.3,27,8,9.5
M,100,75,28.999999999999996,124.30000000000001,54.800000000000004,33.2,29.7,7,8.5
I,100,76,22,98.8,43.6,18,26.5,7,8.5
I,101,77,24,120.10000000000001,47.8,28.4,37,7,8.5
M,103,79,24,129.20000000000002,56.99999999999999,27.3,34.4,9,10.5
M,105,83,27,158.9,78.8,37.8,40.400000000000006,7,8.5
M,105,85,25,162.4,80.7,34.1,39,8,9.5
F,106,84,34,165.6,82,41.6,30.099999999999998,6,7.5
M,106,82,28.000000000000004,136.20000000000002,61.9,28.299999999999997,36.7,6,7.5
F,106,81,30,177.8,81.10000000000001,45.5,43,8,9.5
M,108,87,28.000000000000004,146.9,66,31.900000000000002,42.6,9,10.5
F,110.00000000000001,85,25,192.79999999999998,109.5,31.8,43,8,9.5
F,111.00000000000001,85,28.000000000000004,192.6,88,44.800000000000004,48,7,8.5
F,113.99999999999999,89,30,199,100.8,37,50.1,9,10.5
F,113.99999999999999,87,28.000000000000004,171.70000000000002,78.10000000000001,39.2,45.9,8,9.5
M,114.99999999999999,90,31,189.6,85.8,41.199999999999996,51.800000000000004,7,8.5
F,115.99999999999999,89,28.999999999999996,177.6,82,36.3,48.5,8,9.5
F,117,90,32,180.9,81,44.3,46.7,8,9.5
M,118,93,28.000000000000004,209.20000000000002,93.89999999999999,52.6,52.6,7,8.5
F,119,94,31,235.5,108.4,53.800000000000004,62,9,10.5
F,119,93,30,215.3,98.2,44,57.4,9,10.5
F,119,93,30,205.10000000000002,82.39999999999999,54.900000000000006,57.8,11,12.5
F,120,92,28.999999999999996,186.5,79.7,44.9,49.6,8,9.5
F,120,92,30,247.00000000000003,120.5,54.800000000000004,57.99999999999999,8,9.5
M,120,92,30,249.40000000000003,106.69999999999999,54.7,57.99999999999999,9,10.5
M,122,96,30,229.9,112.79999999999998,54.800000000000004,52.800000000000004,8,9.5
F,123,97,32,231.5,100.1,49.9,63,10,11.5
F,123,100,33,265.4,120,60.3,71,10,11.5
M,123,94,31,240,101.69999999999999,64,58.4,8,9.5
F,124,102,35,254.1,108.3,64.60000000000001,64.5,9,10.5
F,124,97,35,243.1,109.00000000000001,50.6,69,10,11.5
